,MoviesN,AvgPop,AvgIMDB,Score
Daniel Craig,14,0.041878326806330746,0.6807760141093472,0.48909853914098456
Charlize Theron,14,0.04105837887885113,0.7019400352733686,0.5036671262573728
Nicole Kidman,14,0.04043617973581909,0.6569664902998235,0.4719995139359673
Rachel Weisz,14,0.03837091074302056,0.679012345679012,0.4868117846134468
John Hawkes,14,0.038101062089729576,0.5802469135802467,0.41759618356658257
Philip Baker Hall,14,0.03742093399322841,0.693121693121693,0.4964031746058601
Ben Kingsley,14,0.03615428780020944,0.5793650793650793,0.41639488739279856
Jim Carrey,14,0.035427876517854645,0.6525573192239857,0.4674106798588253
Toni Collette,14,0.03534036839880213,0.6851851851851851,0.49022355258217476
Bruce Greenwood,14,0.03499690205274657,0.6649029982363313,0.47592322065402537
Marisa Tomei,14,0.03443838835462786,0.6781305114638447,0.48501477395944614
Adam Sandler,14,0.03429772133719799,0.628747795414462,0.450405250657552
Olivia Wilde,14,0.0337391924707865,0.6428571428571426,0.4601140730536583
Jeff Bridges,14,0.03366724652281585,0.6631393298059964,0.4742897833749925
Cliff Curtis,14,0.033529284932034484,0.6410934744268076,0.45881655456156384
Laurence Fishburne,14,0.032061076993885204,0.6560846560846559,0.4688697514351267
Pierce Brosnan,14,0.03199274507816725,0.6243386243386242,0.4466274011232688
Kiefer Sutherland,14,0.03166135517977819,0.6560846560846558,0.4687498368936713
Jeff Daniels,14,0.03156303181930561,0.6957671957671958,0.4964976542275648
John Michael Higgins,14,0.03141626416424755,0.6446208112874776,0.46065175348275345
Nick Nolte,14,0.031242930860660646,0.6578483245149912,0.4698588589766158
Terence Stamp,14,0.030494284850359446,0.6181657848324514,0.4418569550751681
Antonio Banderas,14,0.030448313982140953,0.641975308641975,0.458509552354672
Viola Davis,14,0.030149433962430812,0.6701940035273368,0.47817264636139944
Dean Norris,14,0.029542192496713842,0.6287477954144619,0.4489786158326347
Robert Redford,14,0.029287374626935973,0.7125220458553791,0.507543167652722
Ron Perlman,14,0.02916624859784923,0.5978835978835978,0.4272612571081978
Richard Gere,14,0.028111421148473894,0.6181657848324514,0.441142107903766
James Gandolfini,14,0.028073645882912415,0.6728395061728393,0.4794017412614204
Danny Huston,14,0.027746924337455268,0.6746031746031746,0.480538273716993
Zoe Saldana,13,0.10116104671534851,0.6685660018993352,0.498321891565263
Seth Green,13,0.0850788539171219,0.6524216524216523,0.48219692116394064
Mark Ruffalo,13,0.06448879048445916,0.6894586894586892,0.5019449315017854
Bill Paxton,13,0.05855050550180404,0.6885090218423551,0.49949878973021955
Geoffrey Rush,13,0.05551073746908795,0.7037037037037035,0.5092226951587252
Sean Bean,13,0.053602586167157254,0.6989553656220322,0.5053265899938769
Elijah Wood,13,0.05078859390714127,0.7274453941120607,0.5244245452130665
Harry Dean Stanton,13,0.04982955547003983,0.6657169990503323,0.48092893183651847
Judi Dench,13,0.0494932827585691,0.6847103513770179,0.49412279765117584
John Ratzenberger,13,0.049193012841220456,0.7407407407407405,0.5332522127578795
Christopher Lee,13,0.048852363130456884,0.7188983855650519,0.5178610679785604
Hugo Weaving,13,0.04854729016267592,0.7549857549857549,0.543029562034856
Anthony Hopkins,13,0.04682970261808812,0.6856600189933522,0.4939884970377039
Stephen Root,13,0.04240317347439519,0.6761633428300093,0.48601322705695305
Octavia Spencer,13,0.040693696433177357,0.6315289648622981,0.45425776106311555
Jamie Bell,13,0.03980617165726592,0.6695156695156693,0.48058100181442076
Jeffrey Wright,13,0.0379046513285068,0.6771130104463435,0.4853284688325957
Cameron Diaz,13,0.036213831899508615,0.6391263057929722,0.4582317599352172
Dustin Hoffman,13,0.0356991240970744,0.7198480531813862,0.5145800125596652
Kevin Costner,13,0.035512007845934994,0.7027540360873692,0.5025586114892758
Wesley Snipes,13,0.03489943307075325,0.6068376068376067,0.4352363950057873
Danny Trejo,13,0.03430246124698151,0.638176638176638,0.45699363761869116
Timothy Olyphant,13,0.034009173908804535,0.6296296296296294,0.45092302103989845
John Malkovich,13,0.03398024126061878,0.6638176638176636,0.47484487912638973
Dennis Haysbert,13,0.033894287652480606,0.6400759734093064,0.45820066540423215
Kathryn Hahn,13,0.03346431903837464,0.6343779677113008,0.4540832577614143
Paul Giamatti,13,0.03337400503381645,0.6761633428300093,0.48330459949628046
Mark Strong,13,0.03333299620575244,0.6989553656220323,0.4992459890643106
Mickey Rourke,13,0.033142697023221514,0.6419753086419752,0.4593046727564663
Jeremy Piven,13,0.03312979632325622,0.6571699905033237,0.46993659716079955
Jon Voight,13,0.033036415071839645,0.6305792972459637,0.4512959437895764
Diane Lane,13,0.032996439638714244,0.618233618233618,0.44264236872269697
William Hurt,13,0.0320208588489474,0.6913580246913578,0.49353446850842897
Alfred Molina,13,0.03171368776006155,0.6571699905033236,0.46951178387833425
Jane Lynch,13,0.031697622070518905,0.641025641025641,0.4582064327992385
Greg Kinnear,13,0.031623768475415114,0.6495726495726495,0.46416691209827177
Angela Bassett,13,0.03075871702679971,0.6267806267806266,0.4479537167871996
Amanda Peet,13,0.029921583308822188,0.6248812915479582,0.4463731137682045
Beth Grant,13,0.02913497855973828,0.6381766381766381,0.4554434631903285
Adam Scott,13,0.028800396931200192,0.624881291547958,0.4460367731247593
Milla Jovovich,13,0.028430898122191475,0.6001899335232668,0.42864276255163114
Bette Midler,13,0.02691877782339219,0.6106362773029439,0.4355012557326567
Mike Starr,13,0.02541994009063292,0.6296296296296294,0.4483463678743197
Halle Berry,13,0.022357443528398316,0.6058879392212724,0.4308092318045452
Jamie Foxx,12,0.10165929189907509,0.6687242798353907,0.4985432583286569
Gwyneth Paltrow,12,0.0507499585981034,0.6388888888888887,0.4623901463242836
Al Pacino,12,0.0493719241713086,0.7201646090534979,0.5188627708359443
Benicio del Toro,12,0.04734937621927649,0.7067901234567897,0.5088950966413585
Michael Madsen,12,0.04691791678323336,0.626543209876543,0.4525997667000119
Brad Dourif,12,0.04584737833944443,0.6286008230452674,0.45371879628576034
Jay Leno,12,0.04509577293719903,0.6831275720164608,0.4916573569545827
Ken Jeong,12,0.04397319361425298,0.5627572016460904,0.40707176259006866
Giovanni Ribisi,12,0.04360424084784495,0.6820987654320985,0.4904898767972203
Frank Grillo,12,0.0434657678452247,0.6903292181069955,0.4962089459796548
Tim Robbins,12,0.04277181741397947,0.6718106995884775,0.4830394231355527
Jim Cummings,12,0.04155440542718691,0.6841563786008231,0.49131515354188876
John Cleese,12,0.04102012386422589,0.626543209876543,0.45083064715100657
Diane Keaton,12,0.03985612030666013,0.7026748971193414,0.5037670942771268
Laura Linney,12,0.03983976192453706,0.6934156378600821,0.4972815056662283
Eddie Marsan,12,0.0394922777215158,0.7232510288065842,0.5180594698633825
Naomi Watts,12,0.038271481962128324,0.669753086419753,0.4802493376057988
Anthony Mackie,12,0.037639422599914076,0.5977366255144032,0.429654441069659
Val Kilmer,12,0.03757916713701224,0.6172839506172837,0.4433178058096391
Glenn Morshower,12,0.036640520977604216,0.6069958847736625,0.43583548926250104
Ryan Gosling,12,0.036273445183820426,0.7191358024691356,0.5142136362794291
James Caan,12,0.036076051486620464,0.707818930041152,0.5062335922863463
Sandra Bullock,12,0.03597534624830214,0.6296296296296295,0.45147762784962886
Terry Crews,12,0.035967937573359615,0.5977366255144032,0.42915305743734855
Stacy Keach,12,0.035944554613937675,0.6512345679012342,0.4665899821367609
Tilda Swinton,12,0.03537587861552709,0.685185185185185,0.4901818999620464
Channing Tatum,12,0.03434948181015561,0.6666666666666664,0.47691265551232986
Frank Langella,12,0.03365174610243416,0.5987654320987653,0.4291783614823571
Jennifer Connelly,12,0.033621445033866854,0.6862139917695472,0.4903757105784716
Helen Mirren,12,0.03357210705330943,0.699588477366255,0.49972189569112613
Michael Douglas,12,0.03321856954104898,0.6769547325102878,0.48377418114259907
Winona Ryder,12,0.032870030229923484,0.6584362139917693,0.47070826884797495
Jennifer Lopez,12,0.032783426945123685,0.5421810699588475,0.3893137319233454
Rosario Dawson,12,0.03233142756847122,0.6368312757201645,0.4554251173501481
Matthew Broderick,12,0.03173273190233498,0.6769547325102878,0.4833284848542765
Eva Mendes,12,0.03157941834151285,0.6080246913580246,0.43503742157010467
John Travolta,12,0.031154398923288213,0.6337448559670781,0.45291182509433764
Charlton Heston,12,0.03091447859641875,0.67798353909465,0.48380311489755456
Joe Pantoliano,12,0.028953431813694763,0.5905349794238682,0.4220084351625098
Clint Eastwood,12,0.028382422509130093,0.6923868312757201,0.49312465222902113
Rance Howard,12,0.028375729810762015,0.7109053497942384,0.506084008070908
Meg Ryan,12,0.028042087047902783,0.632716049382716,0.4512581709997963
Richard E. Grant,12,0.02669578883396773,0.5977366255144032,0.42637175605538963
Joaquin Phoenix,12,0.02633792587165664,0.6810699588477364,0.4845905457306015
John Lithgow,12,0.026169749124523696,0.6604938271604938,0.47013858403915276
Robert Patrick,12,0.02513844434034896,0.6152263374485597,0.43814589801666076
Ashley Judd,12,0.024048320978188608,0.6635802469135801,0.471662461361011
Kathy Baker,12,0.022337503076465478,0.6635802469135802,0.47114927932218903
Brian Dennehy,12,0.021567518137804397,0.6471193415637858,0.45939710042982934
Jim Belushi,12,0.021448318481902037,0.6152263374485596,0.4370389968615813
Vin Diesel,11,0.10501825609559816,0.6666666666666665,0.4980050814020301
Judy Greer,11,0.07885827598458554,0.6307519640852973,0.46502785818772824
Cillian Murphy,11,0.0788458833763483,0.7239057239057237,0.530209906138458
William Fichtner,11,0.06890646279887026,0.6891133557800223,0.5028825895706529
Edward Norton,11,0.05939933372834018,0.7340067340067338,0.5314462335731124
Josh Brolin,11,0.05727706712881313,0.7126823793490459,0.5158877246311687
Djimon Hounsou,11,0.05510086872614154,0.6599326599326598,0.4783226631931243
Cary Elwes,11,0.051014432585740746,0.6835016835016833,0.49358992725279804
Toby Jones,11,0.04959652046853951,0.7194163860830527,0.518296557273563
Idris Elba,11,0.0483956359681059,0.6498316498316499,0.4692434320377493
Barry Pepper,11,0.046212505768656605,0.6778900112233444,0.48822297902339246
Viggo Mortensen,11,0.04564504185096595,0.7317620650953983,0.5257505884480466
Jack Black,11,0.04329954911521333,0.6576879910213242,0.47321271326914083
Bill Hader,11,0.04235688266874801,0.6711560044893378,0.4823544560497539
Desmond Llewelyn,11,0.04195506568616264,0.6778900112233444,0.4869461753185704
Robbie Coltrane,11,0.04138209601727163,0.6655443322109987,0.4781352648404444
Wallace Shawn,11,0.0404794499923613,0.6801346801346801,0.4880743803777311
Bill Nighy,11,0.040131685707152746,0.6610549943883277,0.4746187849191344
Natalie Portman,11,0.03849356601180771,0.7093153759820426,0.5078984520415427
Melissa Leo,11,0.03722181470492539,0.6958473625140291,0.4980926067165101
Jessica Chastain,11,0.03713685485906166,0.6868686868686866,0.4917841620584342
Rachael Harris,11,0.03699691598750224,0.6498316498316499,0.465824962812238
Amy Adams,11,0.036907039670701136,0.6980920314253647,0.49956894718712375
Melissa McCarthy,11,0.03645725426198264,0.6262626262626261,0.44917033480154467
Joe Chrest,11,0.035696601994103024,0.6453423120089786,0.46229351680650577
Michael Keaton,11,0.035567082179910864,0.6610549943883277,0.4732498630830783
Thomas Haden Church,11,0.03470519333512276,0.6419753086419753,0.4596400819801292
Tony Shalhoub,11,0.03450902978420754,0.6228956228956228,0.44622995149002265
Eugene Levy,11,0.03334182287233718,0.6363636363636361,0.45530435472091635
Gabriel Byrne,11,0.03333283239236363,0.6453423120089784,0.46158462373311704
David Jensen,11,0.03249637532665868,0.6285072951739616,0.4495532109182541
Matthew McConaughey,11,0.03236215392944458,0.6464646464646465,0.46207888850584955
John C. McGinley,11,0.03138416642910688,0.5533108866442198,0.3965998261597767
Tim Curry,11,0.030536465250371073,0.6139169472502803,0.43875561653817674
Guy Pearce,11,0.030264797554825924,0.664421997755331,0.4740158231014945
James Cromwell,11,0.029988003564060714,0.616161616161616,0.4401618745232194
Jackie Chan,11,0.02962515693218577,0.6543209876543209,0.4667556593576039
Michael Papajohn,11,0.02915921568665478,0.6071829405162739,0.4336303562885293
Ice Cube,11,0.028584082580665103,0.6386083052749719,0.4554482525989894
Frances Conroy,11,0.02795671114021356,0.6846240179573513,0.48746030119857175
Paul Rudd,11,0.027914401956648977,0.6363636363636364,0.45367667447210375
Drew Barrymore,11,0.027259470428967928,0.6588103254769921,0.46918767403247447
Kurt Fuller,11,0.026347392438602398,0.606060606060606,0.4320017215412383
Steve Martin,11,0.026243747154883215,0.6778900112233444,0.48223436039700235
Michelle Rodriguez,11,0.02572882095894163,0.5836139169472503,0.4161087991994849
Bill Pullman,11,0.025066198722522304,0.6734006734006731,0.4787397317087475
Famke Janssen,11,0.02296587410967245,0.6655443322109987,0.47261225103289045
Emma Thompson,10,0.12955023472555133,0.6876543209876542,0.5197491452368694
Andy Serkis,10,0.1175754903130006,0.7666666666666666,0.5714182477656407
Jon Hamm,10,0.10748326914179795,0.6703703703703703,0.5010473439649479
Rosamund Pike,10,0.08797890695414219,0.6827160493827159,0.5038354681771063
Toby Kebbell,10,0.08622668820017856,0.6296296296296297,0.4661836427443392
Missi Pyle,10,0.08462614879340695,0.6382716049382715,0.4717477897930097
Jeremy Renner,10,0.07866311572920724,0.7074074074074073,0.5183114810118726
Keira Knightley,10,0.05678522435731699,0.7024691358024691,0.5083004523533392
Michael Sheen,10,0.052511472224939744,0.6925925925925924,0.5001122131743493
Bob Gunton,10,0.05067850837149171,0.6913580246913579,0.4986994147928159
Anna Kendrick,10,0.050035708548369716,0.6148148148148147,0.44497531796730994
Billy Burke,10,0.046760350008246736,0.5975308641975309,0.43190586277366505
Isla Fisher,10,0.04629072414703919,0.6641975308641974,0.47838925431552454
Michael Kenneth Williams,10,0.045083351962069064,0.6271604938271605,0.45212506657324986
Thomas Kretschmann,10,0.044014139351400305,0.6888888888888887,0.4949751051558521
David Morse,10,0.043775080691314215,0.6716049382716048,0.48281571005882856
David Thewlis,10,0.04187619906784307,0.6543209876543211,0.4701588217278977
Lili Taylor,10,0.04138060449259312,0.6308641975308641,0.4536054849581728
Kristen Wiig,10,0.04109542104341582,0.71358024691358,0.511368491447427
Stephen Fry,10,0.040838569030976594,0.6518518518518517,0.46812099591171985
Felicity Jones,10,0.04031373963525565,0.648148148148148,0.4653734599289234
Don Cheadle,10,0.03966474632466075,0.7197530864197529,0.5152567310705315
Bradley Whitford,10,0.03894967754352982,0.6950617283950616,0.49777420182204224
Michael Gambon,10,0.03829523190306024,0.7172839506172838,0.5131194306480331
Max von Sydow,10,0.03769818124242146,0.7049382716049383,0.5043063766062419
Joel Edgerton,10,0.03759697511060499,0.7148148148148147,0.511183324049259
Bruce Campbell,10,0.03739621887641999,0.6629629629629631,0.4748599235365626
Hal Holbrook,10,0.03704127923369778,0.7209876543209874,0.5153338181797621
Vera Farmiga,10,0.036772791151404034,0.7074074074074073,0.5057558329076038
Jason Clarke,10,0.03647876846663433,0.6592592592592592,0.47199470855889974
Heather Graham,10,0.03630232630954281,0.5864197530864196,0.42100062217850476
Uma Thurman,10,0.03618394509493373,0.576543209876543,0.41405785854815397
Emily Watson,10,0.03534928327693006,0.7333333333333333,0.5234607838679282
Elias Koteas,10,0.03507441267542277,0.6716049382716048,0.4802078876802576
Jennifer Coolidge,10,0.03480140732633974,0.6024691358024691,0.43177508934248315
Michael Ironside,10,0.03477447152173469,0.6074074074074073,0.4352206567737567
Danny Glover,10,0.03461281422288464,0.6728395061728392,0.4809329445091139
Hugh Grant,10,0.034315147020080324,0.7148148148148147,0.5101996725961222
Julie Delpy,10,0.0342759356404503,0.6839506172839505,0.4886026648325177
Gerard Butler,10,0.03423210673410224,0.6271604938271603,0.4488726588168373
Jason Flemyng,10,0.03420491436155456,0.6530864197530863,0.4669961227932677
Dick Miller,10,0.03401883471881301,0.6691358024691357,0.47816468239359905
Paul Walker,10,0.0338334018918617,0.6506172839506172,0.46515795018708067
Kim Basinger,10,0.033590080096055706,0.5777777777777776,0.4141438181943038
Cedric the Entertainer,10,0.032788283691567534,0.5975308641975307,0.42771806165897297
Holly Hunter,10,0.03271234549866654,0.6629629629629626,0.4734560416977667
Shia LaBeouf,10,0.03250700515773976,0.6580246913580244,0.4699408549074716
Tom Sizemore,10,0.03228904459828296,0.5790123456790122,0.4146172733406267
Rachel McAdams,10,0.032233799288799235,0.6740740740740738,0.481083300452879
Stephen Tobolowsky,10,0.03209801671030841,0.6506172839506172,0.4646378089400374
Sam Elliott,10,0.03186685560835904,0.6777777777777777,0.48356354824810505
Billy Bob Thornton,10,0.031416579217148626,0.6641975308641974,0.4739310761688086
Lea Thompson,10,0.03132084908769001,0.5716049382716047,0.40914661809412267
Ethan Suplee,10,0.03090945196509566,0.6888888888888887,0.49104728065228936
Scott Glenn,10,0.03036646403415612,0.6753086419753085,0.48138702045056186
Kristin Scott Thomas,10,0.030256156180683804,0.6555555555555556,0.46753939500060665
Martin Landau,10,0.0302218310800808,0.6864197530864196,0.4891143619187905
Paul Dano,10,0.029752140467669268,0.6913580246913579,0.49242722391941113
Dermot Mulroney,10,0.029744009317823585,0.6530864197530862,0.46565907051400884
Matt Craven,10,0.029731010687687513,0.6493827160493825,0.46306494386967867
Woody Allen,10,0.02944372178000671,0.6827160493827159,0.48629091118997597
Vanessa Redgrave,10,0.029356523143859233,0.6901234567901232,0.4914452366478871
Charles S. Dutton,10,0.029315608041690148,0.5888888888888887,0.42063333668089875
Tony Goldwyn,10,0.02929272754232775,0.6469135802469135,0.46120675831024277
Paul Dooley,10,0.029153063372845803,0.6728395061728395,0.4792965114878624
Bobby Cannavale,10,0.02861812025681331,0.6444444444444443,0.45927774009977734
Delroy Lindo,10,0.028345112122732254,0.6259259259259258,0.44624475923679646
John Ortiz,10,0.027534142282889206,0.6740740740740738,0.47967468783954453
Brion James,10,0.0272023421443453,0.6197530864197528,0.4415851895665089
Clint Howard,10,0.02681585334779704,0.5888888888888889,0.4198840934940809
Olivia Williams,10,0.02679109158227178,0.637037037037037,0.45354966963638277
Burt Kwouk,10,0.02656343574845601,0.593827160493827,0.4232620780145711
James Marsden,10,0.02634151805493678,0.6444444444444443,0.458595381669561
Liev Schreiber,10,0.025702891551348552,0.6407407407407405,0.4558137376569016
Will Ferrell,10,0.02544897805994574,0.6296296296296295,0.4479669411838942
Robert Prosky,10,0.025430998808974717,0.6234567901234567,0.4436445013092508
Josh Pais,10,0.024697765226379655,0.6703703703703703,0.47623431933998883
Cloris Leachman,10,0.023334857516333338,0.6518518518518517,0.4628746664905114
Anjelica Huston,10,0.022862759273133065,0.6123456790123455,0.43510403956376364
Geoffrey Lewis,10,0.021592459013514854,0.6456790123456788,0.4580353721505795
Loretta Devine,10,0.021275782110471923,0.6024691358024691,0.42772109853882523
Kevin Kline,9,0.12946543323776952,0.6707818930041152,0.507129905716564
Michael Rooker,9,0.11190431258622216,0.7105624142661179,0.5296521074479367
Ryan Reynolds,9,0.10546679120899319,0.6666666666666665,0.49707457933387517
Chris Evans,9,0.08292562490193667,0.6941015089163235,0.5094858545410831
Orlando Bloom,9,0.07686103719436263,0.736625514403292,0.5373641786132133
Maggie Gyllenhaal,9,0.0717114431801954,0.7119341563786006,0.5185819063898355
Christopher Fairbank,9,0.06939820061602814,0.7023319615912208,0.5111847330289888
Patton Oswalt,9,0.06522965503304068,0.6076817558299038,0.44384594149725404
